Transaction Date,Description,Amount
9/30/2024,Payable,5359184
9/30/2024,Payable,3736335.5
9/30/2024,Payable,55690
9/30/2024,Payable,3932099
9/30/2024,Payable,337514
9/30/2024,Payable,7221095.4
9/30/2024,Payable,47330
9/30/2024,Payable,1126056
9/30/2024,Payable,2718794
9/30/2024,Payable,51280323
9/30/2024,Payable,66051028
9/30/2024,Payable,0
9/30/2024,Payable,2622839
9/30/2024,Payable,190795
9/30/2024,Payable,30304
9/30/2024,Payable,2660092
9/30/2024,Payable,1236340
9/30/2024,Payable,28308
9/30/2024,Payable,18895201
9/30/2024,Payable,1405569
9/30/2024,Payable,101408
9/30/2024,Payable,150.8
9/30/2024,Payable,2848980
9/30/2024,Payable,6727127
9/30/2024,Payable,5241694
9/30/2024,Payable,8314583
9/30/2024,Payable,327826
9/30/2024,Payable,1376523
9/30/2024,Payable,35728381
9/30/2024,Payable,63380489
9/30/2024,Payable,1694538
9/30/2024,Payable,1955417
9/30/2024,Payable,346425
9/30/2024,Payable,3092719
9/30/2024,Payable,4410565
9/30/2024,Payable,6886051.9
9/30/2024,Payable,21236
9/30/2024,Payable,5292772
9/30/2024,Payable,3012117
9/30/2024,Payable,54099.1
9/30/2024,Payable,2243118
9/30/2024,Payable,2558856
9/30/2024,Payable,0
9/30/2024,Payable,3058313
9/30/2024,Payable,1215186
9/30/2024,Payable,1760323
9/30/2024,Payable,4204913
9/30/2024,Payable,815675
9/30/2024,Payable,1370943
9/30/2024,Payable,320426
9/30/2024,Payable,7785296
9/30/2024,Payable,24674688
9/30/2024,Payable,260206
9/30/2024,Payable,16095106
9/30/2024,Payable,1292192
9/30/2024,Payable,24539000
9/30/2024,Payable,84093796
9/30/2024,Payable,3289632
9/30/2024,Payable,302814
9/30/2024,Payable,3292508
9/30/2024,Payable,1041255
9/30/2024,Payable,10495151
9/30/2024,Payable,729146
9/30/2024,Payable,5384033
9/30/2024,Payable,253315
9/30/2024,Payable,1522519
9/30/2024,Payable,6533333
9/30/2024,Payable,7170203
9/30/2024,Payable,5638689
9/30/2024,Payable,218037.6
9/30/2024,Payable,3151201
9/30/2024,Payable,4812652
9/30/2024,Payable,1934971
9/30/2024,Payable,127980
9/30/2024,Payable,1975811
9/30/2024,Payable,8302
9/30/2024,Payable,3325970
9/30/2024,Payable,3713598
9/30/2024,Payable,218820
9/30/2024,Payable,382997
9/30/2024,Payable,3042794
9/30/2024,Payable,35282414
9/30/2024,Payable,22000
9/30/2024,Payable,4457278
9/30/2024,Payable,249
9/30/2024,Payable,97870
9/30/2024,Payable,944711
9/30/2024,Payable,8028694
9/30/2024,Payable,765663
9/30/2024,Payable,429614
9/30/2024,Payable,172519
9/30/2024,Payable,107828
9/30/2024,Payable,6260482
9/30/2024,Payable,626556
9/30/2024,Payable,132330
9/30/2024,Payable,35962
9/30/2024,Payable,1715010
9/30/2024,Payable,2089247
9/30/2024,Payable,31260464
9/30/2024,Payable,163232
9/30/2024,Payable,568958
9/30/2024,Payable,15787987
9/30/2024,Payable,1363257
9/30/2024,Payable,229809
9/30/2024,Payable,732157
9/30/2024,Payable,3642494
9/30/2024,Payable,864003
9/30/2024,Payable,191169327
9/30/2024,Payable,386677
9/30/2024,Payable,2713184
9/30/2024,Payable,1740546
9/30/2024,Payable,7850
9/30/2024,Payable,2695928
9/30/2024,Payable,3822716
9/30/2024,Payable,82355676
9/30/2024,Payable,11094
9/30/2024,Payable,23342
9/30/2024,Payable,4381100
9/30/2024,Payable,287959
9/30/2024,Payable,1041734
9/30/2024,Payable,1558608
9/30/2024,Payable,535957
9/30/2024,Payable,1453183
9/30/2024,Payable,27532
9/30/2024,Payable,3599817
9/30/2024,Payable,449795
9/30/2024,Payable,470476
9/30/2024,Payable,2331449
9/30/2024,Payable,2102515
9/30/2024,Payable,484475
9/30/2024,Payable,202299
9/30/2024,Payable,490
9/30/2024,Payable,4568846
9/30/2024,Payable,31330351
9/30/2024,Payable,205357
9/30/2024,Payable,459549
9/30/2024,Payable,10620570
9/30/2024,Payable,2
9/30/2024,Payable,1529663
9/30/2024,Payable,1323233
9/30/2024,Payable,5136662
9/30/2024,Payable,2071435
9/30/2024,Payable,199956
9/30/2024,Payable,2878641
9/30/2024,Payable,7978198
9/30/2024,Payable,948267
9/30/2024,Payable,30418249
9/30/2024,Payable,0
9/30/2024,Payable,3996423
9/30/2024,Payable,962484
9/30/2024,Payable,1500892
9/30/2024,Payable,66727
9/30/2024,Payable,865016
9/30/2024,Payable,3669569
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,1966
9/30/2024,Deferred revenue,87188
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,165078
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,55964
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,34201
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,57284
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,3641
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,15851
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,16575
9/30/2024,Deferred revenue,23732
9/30/2024,Deferred revenue,2722
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,18794
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,3476
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,191936.7
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,16576
9/30/2024,Deferred revenue,113289
9/30/2024,Deferred revenue,857000
9/30/2024,Deferred revenue,3374
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,17765
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,17500
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,60595
9/30/2024,Deferred revenue,3500
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,71728
9/30/2024,Deferred revenue,43654
9/30/2024,Deferred revenue,10769
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,1572374
9/30/2024,Deferred revenue,183960
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,18125
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,14098
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,41431
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,19.7
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,6776
9/30/2024,Deferred revenue,451605
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,1765
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,707792
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,1396000
9/30/2024,Deferred revenue,471235
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,172330
9/30/2024,Deferred revenue,5603
9/30/2024,Deferred revenue,262479
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,39636
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,11500
9/30/2024,Deferred revenue,22048
9/30/2024,Deferred revenue,59684
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,10000
9/30/2024,Deferred revenue,63500
9/30/2024,Deferred revenue,1443262
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,117257
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,457814
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,5121
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,73795
9/30/2024,Deferred revenue,25795
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,96375
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,2108851
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,50127
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,2400
9/30/2024,Deferred revenue,162063
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,4043
9/30/2024,Deferred revenue,315
9/30/2024,Deferred revenue,24179
9/30/2024,Deferred revenue,43000
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,14622
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,635346
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,9448
9/30/2024,Deferred revenue,9731
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,65043
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,116968
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,7858
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,3103
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,190586
9/30/2024,Deferred revenue,2341739
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,15340
9/30/2024,Deferred revenue,0
9/30/2024,Deferred revenue,13875
9/30/2024,Deferred revenue,0
9/30/2024,Net Assets,0
9/30/2024,Net Assets,818882
9/30/2024,Net Assets,174228
9/30/2024,Net Assets,1803741
9/30/2024,Net Assets,5618719
9/30/2024,Net Assets,422036
9/30/2024,Net Assets,10720
9/30/2024,Net Assets,-51181
9/30/2024,Net Assets,14891
9/30/2024,Net Assets,73068.1
9/30/2024,Net Assets,1598894
9/30/2024,Net Assets,737607
9/30/2024,Net Assets,6866535
9/30/2024,Net Assets,18077739
9/30/2024,Net Assets,3819821
9/30/2024,Net Assets,-3064645
9/30/2024,Net Assets,90511
9/30/2024,Net Assets,129009
9/30/2024,Net Assets,7625466
9/30/2024,Net Assets,4042437
9/30/2024,Net Assets,-5831379
9/30/2024,Net Assets,435800
9/30/2024,Net Assets,664923
9/30/2024,Net Assets,953650
9/30/2024,Net Assets,-30663605
9/30/2024,Net Assets,0
9/30/2024,Net Assets,1521777
9/30/2024,Net Assets,517984
9/30/2024,Net Assets,-40868400
9/30/2024,Net Assets,-122922
9/30/2024,Net Assets,72464
9/30/2024,Net Assets,-2561018
9/30/2024,Net Assets,421894
9/30/2024,Net Assets,2306471
9/30/2024,Net Assets,4262762
9/30/2024,Net Assets,0
9/30/2024,Net Assets,386049
9/30/2024,Net Assets,9429165
9/30/2024,Net Assets,19671
9/30/2024,Net Assets,1216
9/30/2024,Net Assets,2108674
9/30/2024,Net Assets,-20112457
9/30/2024,Net Assets,401206
9/30/2024,Net Assets,149610
9/30/2024,Net Assets,-11920228
9/30/2024,Net Assets,66972
9/30/2024,Net Assets,1131845
9/30/2024,Net Assets,3540499.7
9/30/2024,Net Assets,54546
9/30/2024,Net Assets,3185915
9/30/2024,Net Assets,0
9/30/2024,Net Assets,-65624717.2
9/30/2024,Net Assets,47330
9/30/2024,Net Assets,237060
9/30/2024,Net Assets,-26502
9/30/2024,Net Assets,-337806259
9/30/2024,Net Assets,861741
9/30/2024,Net Assets,0
9/30/2024,Net Assets,2622839
9/30/2024,Net Assets,94858
9/30/2024,Net Assets,30304
9/30/2024,Net Assets,2429101
9/30/2024,Net Assets,1036501
9/30/2024,Net Assets,28308
9/30/2024,Net Assets,10714301
9/30/2024,Net Assets,-22529547
9/30/2024,Net Assets,93908
9/30/2024,Net Assets,0
9/30/2024,Net Assets,2364058
9/30/2024,Net Assets,2949130
9/30/2024,Net Assets,3623683
9/30/2024,Net Assets,6851
9/30/2024,Net Assets,51117
9/30/2024,Net Assets,-14116836
9/30/2024,Net Assets,20437580
9/30/2024,Net Assets,48988477
9/30/2024,Net Assets,1694538
9/30/2024,Net Assets,-26291659
9/30/2024,Net Assets,346425
9/30/2024,Net Assets,2893897
9/30/2024,Net Assets,686756
9/30/2024,Net Assets,2710081.9
9/30/2024,Net Assets,21236
9/30/2024,Net Assets,2986417
9/30/2024,Net Assets,2492079
9/30/2024,Net Assets,24094.4
9/30/2024,Net Assets,2098348
9/30/2024,Net Assets,0
9/30/2024,Net Assets,0
9/30/2024,Net Assets,1499149
9/30/2024,Net Assets,240952
9/30/2024,Net Assets,-19244201
9/30/2024,Net Assets,12807
9/30/2024,Net Assets,774835
9/30/2024,Net Assets,1275597
9/30/2024,Net Assets,0
9/30/2024,Net Assets,7293627
9/30/2024,Net Assets,-295370603
9/30/2024,Net Assets,255960
9/30/2024,Net Assets,0
9/30/2024,Net Assets,1261786
9/30/2024,Net Assets,-476799000
9/30/2024,Net Assets,682956
9/30/2024,Net Assets,638937
9/30/2024,Net Assets,0
9/30/2024,Net Assets,0
9/30/2024,Net Assets,196165
9/30/2024,Net Assets,-58950457
9/30/2024,Net Assets,419388
9/30/2024,Net Assets,-101244848
9/30/2024,Net Assets,0
9/30/2024,Net Assets,386120
9/30/2024,Net Assets,6533333
9/30/2024,Net Assets,-115767790
9/30/2024,Net Assets,4196797
9/30/2024,Net Assets,218037.6
9/30/2024,Net Assets,-31059279
9/30/2024,Net Assets,3333446
9/30/2024,Net Assets,1906499
9/30/2024,Net Assets,0
9/30/2024,Net Assets,1529862
9/30/2024,Net Assets,-3198
9/30/2024,Net Assets,2984832
9/30/2024,Net Assets,-22120093
9/30/2024,Net Assets,94999
9/30/2024,Net Assets,371309
9/30/2024,Net Assets,-16889690
9/30/2024,Net Assets,1181634
9/30/2024,Net Assets,22000
9/30/2024,Net Assets,-39890941
9/30/2024,Net Assets,249
9/30/2024,Net Assets,87370
9/30/2024,Net Assets,944711
9/30/2024,Net Assets,-93005962
9/30/2024,Net Assets,631877
9/30/2024,Net Assets,429614
9/30/2024,Net Assets,172519
9/30/2024,Net Assets,107828
9/30/2024,Net Assets,28634
9/30/2024,Net Assets,-5796401
9/30/2024,Net Assets,132330
9/30/2024,Net Assets,35962
9/30/2024,Net Assets,-12040224
9/30/2024,Net Assets,75864
9/30/2024,Net Assets,9260508
9/30/2024,Net Assets,159632
9/30/2024,Net Assets,0
9/30/2024,Net Assets,720764
9/30/2024,Net Assets,0
9/30/2024,Net Assets,229809
9/30/2024,Net Assets,588949
9/30/2024,Net Assets,-39837413
9/30/2024,Net Assets,795412
9/30/2024,Net Assets,-103201608
9/30/2024,Net Assets,377481
9/30/2024,Net Assets,-12139720
9/30/2024,Net Assets,1451555
9/30/2024,Net Assets,7850
9/30/2024,Net Assets,1326942
9/30/2024,Net Assets,3232479
9/30/2024,Net Assets,-8570451
9/30/2024,Net Assets,11094
9/30/2024,Net Assets,12356
9/30/2024,Net Assets,3863210
9/30/2024,Net Assets,189700
9/30/2024,Net Assets,228767
9/30/2024,Net Assets,-16910178
9/30/2024,Net Assets,535957
9/30/2024,Net Assets,-14306693
9/30/2024,Net Assets,20332
9/30/2024,Net Assets,342084
9/30/2024,Net Assets,427645
9/30/2024,Net Assets,469026
9/30/2024,Net Assets,34971
9/30/2024,Net Assets,2092784
9/30/2024,Net Assets,484475
9/30/2024,Net Assets,2299
9/30/2024,Net Assets,0
9/30/2024,Net Assets,1673242
9/30/2024,Net Assets,-1505505
9/30/2024,Net Assets,0
9/30/2024,Net Assets,438580.2
9/30/2024,Net Assets,-34577105
9/30/2024,Net Assets,0
9/30/2024,Net Assets,1515765
9/30/2024,Net Assets,-6951168
9/30/2024,Net Assets,4687103
9/30/2024,Net Assets,-10210050
9/30/2024,Net Assets,199956
9/30/2024,Net Assets,2837596
9/30/2024,Net Assets,7086198
9/30/2024,Net Assets,645255
9/30/2024,Net Assets,-144234809
9/30/2024,Net Assets,0
9/30/2024,Net Assets,3617622
9/30/2024,Net Assets,937754
9/30/2024,Net Assets,-14075157
9/30/2024,Net Assets,66727
9/30/2024,Net Assets,-7022188
9/30/2024,Net Assets,3630269
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,46260
9/30/2024,Total Operating revenue,508980
9/30/2024,Total Operating revenue,38866
9/30/2024,Total Operating revenue,2272977
9/30/2024,Total Operating revenue,3000
9/30/2024,Total Operating revenue,16348
9/30/2024,Total Operating revenue,38154
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,5000
9/30/2024,Total Operating revenue,1073270
9/30/2024,Total Operating revenue,9082621
9/30/2024,Total Operating revenue,11200
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,1441755
9/30/2024,Total Operating revenue,897001
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,32500
9/30/2024,Total Operating revenue,31586
9/30/2024,Total Operating revenue,27171179
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,113787
9/30/2024,Total Operating revenue,620074
9/30/2024,Total Operating revenue,1182577
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,514478
9/30/2024,Total Operating revenue,5000
9/30/2024,Total Operating revenue,2555054
9/30/2024,Total Operating revenue,606994
9/30/2024,Total Operating revenue,260782
9/30/2024,Total Operating revenue,628685
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,6517907
9/30/2024,Total Operating revenue,50797
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,679291
9/30/2024,Total Operating revenue,2
9/30/2024,Total Operating revenue,5000
9/30/2024,Total Operating revenue,555216
9/30/2024,Total Operating revenue,935163
9/30/2024,Total Operating revenue,77000
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,205450
9/30/2024,Total Operating revenue,15852.6
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,763818
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,3654253.9
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,99411
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,16330693
9/30/2024,Total Operating revenue,230
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,56713
9/30/2024,Total Operating revenue,98400
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,62718
9/30/2024,Total Operating revenue,39663
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,1653883
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,52000
9/30/2024,Total Operating revenue,7500
9/30/2024,Total Operating revenue,1504
9/30/2024,Total Operating revenue,369652
9/30/2024,Total Operating revenue,1636561
9/30/2024,Total Operating revenue,100
9/30/2024,Total Operating revenue,33394
9/30/2024,Total Operating revenue,639097
9/30/2024,Total Operating revenue,35969
9/30/2024,Total Operating revenue,48138
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,1052008
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,32098
9/30/2024,Total Operating revenue,25600
9/30/2024,Total Operating revenue,5409248.7
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,232640
9/30/2024,Total Operating revenue,11872.5
9/30/2024,Total Operating revenue,237559
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,176803
9/30/2024,Total Operating revenue,850035
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,4648
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,54668
9/30/2024,Total Operating revenue,20292000
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,356936
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,291846
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,77839
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,1452457
9/30/2024,Total Operating revenue,905856
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,3186
9/30/2024,Total Operating revenue,196289
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,466543
9/30/2024,Total Operating revenue,1720633
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,175050
9/30/2024,Total Operating revenue,1126093
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,92932
9/30/2024,Total Operating revenue,20
9/30/2024,Total Operating revenue,3340
9/30/2024,Total Operating revenue,289092
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,537023
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,128655
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,787
9/30/2024,Total Operating revenue,620267
9/30/2024,Total Operating revenue,1628975
9/30/2024,Total Operating revenue,5139
9/30/2024,Total Operating revenue,19341845
9/30/2024,Total Operating revenue,4558
9/30/2024,Total Operating revenue,1146319
9/30/2024,Total Operating revenue,445599
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,13301
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,11902
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,482337
9/30/2024,Total Operating revenue,601922
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,668366
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,152473
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,12991
9/30/2024,Total Operating revenue,2572537
9/30/2024,Total Operating revenue,537123
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,2324442
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,60000
9/30/2024,Total Operating revenue,842118
9/30/2024,Total Operating revenue,1593
9/30/2024,Total Operating revenue,852811
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,30000
9/30/2024,Total Operating revenue,114
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,2614
9/30/2024,Total Operating revenue,600089
9/30/2024,Total Operating revenue,0
9/30/2024,Total Operating revenue,325974
9/30/2024,Total Operating revenue,566755
9/30/2024,Operating Income,0
9/30/2024,Operating Income,899296
9/30/2024,Operating Income,434310
9/30/2024,Operating Income,103470
9/30/2024,Operating Income,3870605
9/30/2024,Operating Income,129190
9/30/2024,Operating Income,24885
9/30/2024,Operating Income,31456
9/30/2024,Operating Income,915102
9/30/2024,Operating Income,15100
9/30/2024,Operating Income,661489
9/30/2024,Operating Income,9057342
9/30/2024,Operating Income,288214
9/30/2024,Operating Income,324484
9/30/2024,Operating Income,2382432
9/30/2024,Operating Income,37439091
9/30/2024,Operating Income,86698
9/30/2024,Operating Income,57573
9/30/2024,Operating Income,1897476
9/30/2024,Operating Income,107987
9/30/2024,Operating Income,30129015
9/30/2024,Operating Income,5020
9/30/2024,Operating Income,113787
9/30/2024,Operating Income,181286
9/30/2024,Operating Income,49601
9/30/2024,Operating Income,0
9/30/2024,Operating Income,347419
9/30/2024,Operating Income,883449
9/30/2024,Operating Income,2239127
9/30/2024,Operating Income,868523
9/30/2024,Operating Income,658365
9/30/2024,Operating Income,32537
9/30/2024,Operating Income,6296
9/30/2024,Operating Income,4716383
9/30/2024,Operating Income,108979
9/30/2024,Operating Income,0
9/30/2024,Operating Income,61713
9/30/2024,Operating Income,655017
9/30/2024,Operating Income,49349
9/30/2024,Operating Income,4375
9/30/2024,Operating Income,1150463
9/30/2024,Operating Income,43105
9/30/2024,Operating Income,734038
9/30/2024,Operating Income,1350
9/30/2024,Operating Income,46351
9/30/2024,Operating Income,752205
9/30/2024,Operating Income,240397
9/30/2024,Operating Income,264834.4
9/30/2024,Operating Income,7942
9/30/2024,Operating Income,1177036
9/30/2024,Operating Income,76009
9/30/2024,Operating Income,60153
9/30/2024,Operating Income,2950
9/30/2024,Operating Income,721078
9/30/2024,Operating Income,1169097
9/30/2024,Operating Income,109149
9/30/2024,Operating Income,840638
9/30/2024,Operating Income,0
9/30/2024,Operating Income,166762
9/30/2024,Operating Income,138540
9/30/2024,Operating Income,1020
9/30/2024,Operating Income,410553
9/30/2024,Operating Income,974635
9/30/2024,Operating Income,3000
9/30/2024,Operating Income,1538441
9/30/2024,Operating Income,23983
9/30/2024,Operating Income,56510
9/30/2024,Operating Income,7724
9/30/2024,Operating Income,103117
9/30/2024,Operating Income,1455202
9/30/2024,Operating Income,4208568
9/30/2024,Operating Income,299564
9/30/2024,Operating Income,15148
