Transaction Date,Description,Amount
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,13551
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,190000
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,70085
9/30/2023,Deferred Revenue,445397
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,557161
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,495401
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,6182713
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,446000
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,401565
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
9/30/2023,Deferred Revenue,0
10/31/2023,Deferred Revenue,20000
10/31/2023,Deferred Revenue,0
10/31/2023,Deferred Revenue,0
4/30/2023,Long-term receivables,0
4/30/2023,Long-term receivables,772350
4/30/2023,Long-term receivables,0
5/31/2023,Long-term receivables,125685
5/31/2023,Long-term receivables,0
5/31/2023,Long-term receivables,33018459
5/31/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,130051134
6/30/2023,Long-term receivables,454583915
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,38252045
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,287000
6/30/2023,Long-term receivables,2335293678
6/30/2023,Long-term receivables,25048697
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
6/30/2023,Long-term receivables,0
7/31/2023,Long-term receivables,497582
7/31/2023,Long-term receivables,0
8/31/2023,Long-term receivables,0
8/31/2023,Long-term receivables,260149
8/31/2023,Long-term receivables,995309
8/31/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,9850329
9/30/2023,Long-term receivables,188253
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,3400000
9/30/2023,Long-term receivables,429741
9/30/2023,Long-term receivables,14047965
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,9666400
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,1319399
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,19711675
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,327234
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,359556
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,684580
9/30/2023,Long-term receivables,74836021
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,254238
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,60000
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,1367879
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,106739
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,835754
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,2441066
9/30/2023,Long-term receivables,824848.74
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,1795495
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,1209543
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,928952
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,3718924
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,22129
9/30/2023,Long-term receivables,220485
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,3792922
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,10000
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,321806
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,16742.4
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,738472
9/30/2023,Long-term receivables,468090
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,1764351
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,6969693
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,9431184
9/30/2023,Long-term receivables,13257
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,1239950
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,7000000
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,2911058
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,967287
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,25920
9/30/2023,Long-term receivables,418800
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,1213438
9/30/2023,Long-term receivables,1126497
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,1286502
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,9814
9/30/2023,Long-term receivables,3600743
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,4608
9/30/2023,Long-term receivables,157252864
9/30/2023,Long-term receivables,143246
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,964594
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,3263687.94
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,25412
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,1292713
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,839775
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,215182
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,37895
9/30/2023,Long-term receivables,1418972
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,1603581
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,260809
9/30/2023,Long-term receivables,0
9/30/2023,Long-term receivables,548258
9/30/2023,Long-term receivables,0
10/31/2023,Long-term receivables,0
10/31/2023,Long-term receivables,0
10/31/2023,Long-term receivables,0
4/30/2023,Total Operating Revenue,126970
4/30/2023,Total Operating Revenue,9972
4/30/2023,Total Operating Revenue,0
5/31/2023,Total Operating Revenue,0
5/31/2023,Total Operating Revenue,0
5/31/2023,Total Operating Revenue,0
5/31/2023,Total Operating Revenue,17784
6/30/2023,Total Operating Revenue,714452.24
6/30/2023,Total Operating Revenue,28521769
6/30/2023,Total Operating Revenue,103675312
6/30/2023,Total Operating Revenue,3122141
6/30/2023,Total Operating Revenue,24797169
6/30/2023,Total Operating Revenue,2999953
6/30/2023,Total Operating Revenue,325606298.6
6/30/2023,Total Operating Revenue,275000
6/30/2023,Total Operating Revenue,1167383569
6/30/2023,Total Operating Revenue,1927729
6/30/2023,Total Operating Revenue,2025
6/30/2023,Total Operating Revenue,526110
6/30/2023,Total Operating Revenue,2095452
6/30/2023,Total Operating Revenue,4774207
6/30/2023,Total Operating Revenue,565368
6/30/2023,Total Operating Revenue,147404
6/30/2023,Total Operating Revenue,0
6/30/2023,Total Operating Revenue,212095453
6/30/2023,Total Operating Revenue,689579
6/30/2023,Total Operating Revenue,61864
7/31/2023,Total Operating Revenue,240136
7/31/2023,Total Operating Revenue,0
8/31/2023,Total Operating Revenue,20483881
8/31/2023,Total Operating Revenue,114948
8/31/2023,Total Operating Revenue,58431
8/31/2023,Total Operating Revenue,22564
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,200657
9/30/2023,Total Operating Revenue,383334
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,1281673
9/30/2023,Total Operating Revenue,93306
9/30/2023,Total Operating Revenue,34256
9/30/2023,Total Operating Revenue,1098393
9/30/2023,Total Operating Revenue,540843
9/30/2023,Total Operating Revenue,6529008
9/30/2023,Total Operating Revenue,4096684
9/30/2023,Total Operating Revenue,409580
9/30/2023,Total Operating Revenue,555037
9/30/2023,Total Operating Revenue,1441755
9/30/2023,Total Operating Revenue,9121122
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,1049027
9/30/2023,Total Operating Revenue,206263
9/30/2023,Total Operating Revenue,24754036
9/30/2023,Total Operating Revenue,228128
9/30/2023,Total Operating Revenue,5812
9/30/2023,Total Operating Revenue,425772
9/30/2023,Total Operating Revenue,41233
9/30/2023,Total Operating Revenue,1455391
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,524970
9/30/2023,Total Operating Revenue,45583
9/30/2023,Total Operating Revenue,2373270
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,410597
9/30/2023,Total Operating Revenue,667626
9/30/2023,Total Operating Revenue,52775
9/30/2023,Total Operating Revenue,182793
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,14500
9/30/2023,Total Operating Revenue,-25238
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,22676
9/30/2023,Total Operating Revenue,7400
9/30/2023,Total Operating Revenue,7638
9/30/2023,Total Operating Revenue,3571
9/30/2023,Total Operating Revenue,666045
9/30/2023,Total Operating Revenue,1057829
9/30/2023,Total Operating Revenue,183492
9/30/2023,Total Operating Revenue,109860
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,835754
9/30/2023,Total Operating Revenue,2002055
9/30/2023,Total Operating Revenue,257466
9/30/2023,Total Operating Revenue,246132.27
9/30/2023,Total Operating Revenue,2000
9/30/2023,Total Operating Revenue,1160870
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,4170050
9/30/2023,Total Operating Revenue,1812534
9/30/2023,Total Operating Revenue,556709
9/30/2023,Total Operating Revenue,1294274
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,297510
9/30/2023,Total Operating Revenue,19002
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,86785
9/30/2023,Total Operating Revenue,652718
9/30/2023,Total Operating Revenue,345922
9/30/2023,Total Operating Revenue,3379018
9/30/2023,Total Operating Revenue,925132
9/30/2023,Total Operating Revenue,47000
9/30/2023,Total Operating Revenue,3265
9/30/2023,Total Operating Revenue,1423
9/30/2023,Total Operating Revenue,1152322
9/30/2023,Total Operating Revenue,5660657
9/30/2023,Total Operating Revenue,276443
9/30/2023,Total Operating Revenue,3710
9/30/2023,Total Operating Revenue,10000
9/30/2023,Total Operating Revenue,700477
9/30/2023,Total Operating Revenue,4637495
9/30/2023,Total Operating Revenue,12206827
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,1141513
9/30/2023,Total Operating Revenue,1716
9/30/2023,Total Operating Revenue,18712
9/30/2023,Total Operating Revenue,670026
9/30/2023,Total Operating Revenue,765886
9/30/2023,Total Operating Revenue,68669
9/30/2023,Total Operating Revenue,816473
9/30/2023,Total Operating Revenue,251745
9/30/2023,Total Operating Revenue,2715.85
9/30/2023,Total Operating Revenue,2593
9/30/2023,Total Operating Revenue,32271
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,259548
9/30/2023,Total Operating Revenue,229678
9/30/2023,Total Operating Revenue,919190
9/30/2023,Total Operating Revenue,32780
9/30/2023,Total Operating Revenue,11869
9/30/2023,Total Operating Revenue,250
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,39687
9/30/2023,Total Operating Revenue,435908
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,2692694
9/30/2023,Total Operating Revenue,500000
9/30/2023,Total Operating Revenue,21474000
9/30/2023,Total Operating Revenue,5350010
9/30/2023,Total Operating Revenue,58850
9/30/2023,Total Operating Revenue,112500
9/30/2023,Total Operating Revenue,38131
9/30/2023,Total Operating Revenue,148099
9/30/2023,Total Operating Revenue,34132
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,4265014
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,540847
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,127019
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,1479350
9/30/2023,Total Operating Revenue,994997
9/30/2023,Total Operating Revenue,108117
9/30/2023,Total Operating Revenue,4866
9/30/2023,Total Operating Revenue,17806
9/30/2023,Total Operating Revenue,500
9/30/2023,Total Operating Revenue,2297265
9/30/2023,Total Operating Revenue,1973784
9/30/2023,Total Operating Revenue,44655
9/30/2023,Total Operating Revenue,70000
9/30/2023,Total Operating Revenue,168300
9/30/2023,Total Operating Revenue,1294075
9/30/2023,Total Operating Revenue,385950
9/30/2023,Total Operating Revenue,30000
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,750
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,500
9/30/2023,Total Operating Revenue,992875
9/30/2023,Total Operating Revenue,3971499
9/30/2023,Total Operating Revenue,13250
9/30/2023,Total Operating Revenue,50000
9/30/2023,Total Operating Revenue,80175
9/30/2023,Total Operating Revenue,141139
9/30/2023,Total Operating Revenue,361327
9/30/2023,Total Operating Revenue,312052
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,16980
9/30/2023,Total Operating Revenue,607525
9/30/2023,Total Operating Revenue,63000
9/30/2023,Total Operating Revenue,1950314
9/30/2023,Total Operating Revenue,18775
9/30/2023,Total Operating Revenue,4139
9/30/2023,Total Operating Revenue,193754
9/30/2023,Total Operating Revenue,6157
9/30/2023,Total Operating Revenue,147
9/30/2023,Total Operating Revenue,401219
9/30/2023,Total Operating Revenue,1724789
9/30/2023,Total Operating Revenue,20350
9/30/2023,Total Operating Revenue,20661774
9/30/2023,Total Operating Revenue,6677
9/30/2023,Total Operating Revenue,1321721
9/30/2023,Total Operating Revenue,441627
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,100869
9/30/2023,Total Operating Revenue,210400
9/30/2023,Total Operating Revenue,7407814
9/30/2023,Total Operating Revenue,16301
9/30/2023,Total Operating Revenue,10730
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,294591
9/30/2023,Total Operating Revenue,740879
9/30/2023,Total Operating Revenue,334700
9/30/2023,Total Operating Revenue,675884
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,4000
9/30/2023,Total Operating Revenue,14656
9/30/2023,Total Operating Revenue,1000
9/30/2023,Total Operating Revenue,145489
9/30/2023,Total Operating Revenue,252928
9/30/2023,Total Operating Revenue,5432
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,1576
9/30/2023,Total Operating Revenue,604230
9/30/2023,Total Operating Revenue,246409
9/30/2023,Total Operating Revenue,2124049
9/30/2023,Total Operating Revenue,100000
9/30/2023,Total Operating Revenue,76355.47
9/30/2023,Total Operating Revenue,2658593
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,42307
9/30/2023,Total Operating Revenue,70364
9/30/2023,Total Operating Revenue,977556
9/30/2023,Total Operating Revenue,178500
9/30/2023,Total Operating Revenue,923931
9/30/2023,Total Operating Revenue,2023
9/30/2023,Total Operating Revenue,982958
9/30/2023,Total Operating Revenue,143347
9/30/2023,Total Operating Revenue,14268786
9/30/2023,Total Operating Revenue,244
9/30/2023,Total Operating Revenue,0
9/30/2023,Total Operating Revenue,61580
9/30/2023,Total Operating Revenue,119769
9/30/2023,Total Operating Revenue,40557
9/30/2023,Total Operating Revenue,635048
9/30/2023,Total Operating Revenue,10475
9/30/2023,Total Operating Revenue,637
10/31/2023,Total Operating Revenue,391952
10/31/2023,Total Operating Revenue,1102263
10/31/2023,Total Operating Revenue,0
4/30/2023,Operating Income,-9085
4/30/2023,Operating Income,-34655
4/30/2023,Operating Income,-20424
5/31/2023,Operating Income,-14837
5/31/2023,Operating Income,0
5/31/2023,Operating Income,-199382
5/31/2023,Operating Income,-825
6/30/2023,Operating Income,-1292128.63
6/30/2023,Operating Income,-4972549
6/30/2023,Operating Income,-1167288
6/30/2023,Operating Income,815999
6/30/2023,Operating Income,-21700433
6/30/2023,Operating Income,30346
6/30/2023,Operating Income,324324820.4
6/30/2023,Operating Income,-67907
6/30/2023,Operating Income,44673070
6/30/2023,Operating Income,-1060785
6/30/2023,Operating Income,0
6/30/2023,Operating Income,-768587
6/30/2023,Operating Income,1283589
6/30/2023,Operating Income,4723703
6/30/2023,Operating Income,-2028747
6/30/2023,Operating Income,-377281
6/30/2023,Operating Income,-3656
6/30/2023,Operating Income,211558205.7
6/30/2023,Operating Income,111580
6/30/2023,Operating Income,-192521
7/31/2023,Operating Income,-332800
7/31/2023,Operating Income,-6042
8/31/2023,Operating Income,0
8/31/2023,Operating Income,-24625
8/31/2023,Operating Income,-497680
8/31/2023,Operating Income,-1039433
9/30/2023,Operating Income,-2835
9/30/2023,Operating Income,-273656
9/30/2023,Operating Income,182641
9/30/2023,Operating Income,-25955
9/30/2023,Operating Income,-3319584
9/30/2023,Operating Income,-119583
9/30/2023,Operating Income,-6918
9/30/2023,Operating Income,156627
9/30/2023,Operating Income,197057
9/30/2023,Operating Income,-28428
9/30/2023,Operating Income,4055995
9/30/2023,Operating Income,-452273
9/30/2023,Operating Income,312153
9/30/2023,Operating Income,-940677
9/30/2023,Operating Income,-5434006
9/30/2023,Operating Income,-103141
9/30/2023,Operating Income,-616215
9/30/2023,Operating Income,85284
9/30/2023,Operating Income,-1493298
9/30/2023,Operating Income,221338
9/30/2023,Operating Income,812
9/30/2023,Operating Income,168310
9/30/2023,Operating Income,7623
9/30/2023,Operating Income,1406264
9/30/2023,Operating Income,0
9/30/2023,Operating Income,-112444
9/30/2023,Operating Income,-608240
9/30/2023,Operating Income,132720
9/30/2023,Operating Income,-6701
9/30/2023,Operating Income,97778
9/30/2023,Operating Income,634963
9/30/2023,Operating Income,31915
9/30/2023,Operating Income,69676
9/30/2023,Operating Income,0
9/30/2023,Operating Income,-67833
9/30/2023,Operating Income,-506412
9/30/2023,Operating Income,0
9/30/2023,Operating Income,-34322
9/30/2023,Operating Income,-2600
9/30/2023,Operating Income,-58591
9/30/2023,Operating Income,-1135
9/30/2023,Operating Income,-464645
9/30/2023,Operating Income,1027957
9/30/2023,Operating Income,-229777
9/30/2023,Operating Income,-912440
9/30/2023,Operating Income,-1375
9/30/2023,Operating Income,789731
9/30/2023,Operating Income,761028
9/30/2023,Operating Income,60179
9/30/2023,Operating Income,19514.14
9/30/2023,Operating Income,-3476
9/30/2023,Operating Income,-78613
9/30/2023,Operating Income,0
9/30/2023,Operating Income,4111067
9/30/2023,Operating Income,3000
9/30/2023,Operating Income,-286369
9/30/2023,Operating Income,-32516
9/30/2023,Operating Income,-94239
9/30/2023,Operating Income,0
9/30/2023,Operating Income,129636
9/30/2023,Operating Income,-356211
9/30/2023,Operating Income,-2425
9/30/2023,Operating Income,-426123
9/30/2023,Operating Income,-173286
9/30/2023,Operating Income,342922
9/30/2023,Operating Income,862937
9/30/2023,Operating Income,900881
9/30/2023,Operating Income,-9250
9/30/2023,Operating Income,-128
9/30/2023,Operating Income,-86697
9/30/2023,Operating Income,-264873
9/30/2023,Operating Income,87759
9/30/2023,Operating Income,-53947
9/30/2023,Operating Income,-3040
9/30/2023,Operating Income,-3878
9/30/2023,Operating Income,671183
9/30/2023,Operating Income,-554083
9/30/2023,Operating Income,510876
9/30/2023,Operating Income,-9138
9/30/2023,Operating Income,-529968
9/30/2023,Operating Income,-9830
9/30/2023,Operating Income,-82651
9/30/2023,Operating Income,88756
9/30/2023,Operating Income,-285005
9/30/2023,Operating Income,-10331
9/30/2023,Operating Income,-456165
9/30/2023,Operating Income,-779005
9/30/2023,Operating Income,-2230.35
9/30/2023,Operating Income,-43259
9/30/2023,Operating Income,-849
9/30/2023,Operating Income,0
9/30/2023,Operating Income,-40270
9/30/2023,Operating Income,97575
9/30/2023,Operating Income,-464565
9/30/2023,Operating Income,-83832
9/30/2023,Operating Income,-58402
9/30/2023,Operating Income,-89368
9/30/2023,Operating Income,-15
9/30/2023,Operating Income,6433
9/30/2023,Operating Income,-596278
9/30/2023,Operating Income,-18401742
9/30/2023,Operating Income,-6027
9/30/2023,Operating Income,2513968
9/30/2023,Operating Income,338919
9/30/2023,Operating Income,21356000
9/30/2023,Operating Income,4160004
9/30/2023,Operating Income,7313
9/30/2023,Operating Income,112500
9/30/2023,Operating Income,-335177
9/30/2023,Operating Income,-9750
9/30/2023,Operating Income,-6074
9/30/2023,Operating Income,0
9/30/2023,Operating Income,-57646
9/30/2023,Operating Income,4234625
9/30/2023,Operating Income,0
9/30/2023,Operating Income,-7789
9/30/2023,Operating Income,0
9/30/2023,Operating Income,-129084
9/30/2023,Operating Income,-87011
9/30/2023,Operating Income,-7456
9/30/2023,Operating Income,1428658
9/30/2023,Operating Income,-201034
9/30/2023,Operating Income,98161
9/30/2023,Operating Income,-19722
9/30/2023,Operating Income,-409636
9/30/2023,Operating Income,-4500
9/30/2023,Operating Income,753088
9/30/2023,Operating Income,1910881
9/30/2023,Operating Income,-3875
9/30/2023,Operating Income,70000
9/30/2023,Operating Income,31217
9/30/2023,Operating Income,1243138
9/30/2023,Operating Income,-1669615
9/30/2023,Operating Income,30000
9/30/2023,Operating Income,-50048
9/30/2023,Operating Income,-3
9/30/2023,Operating Income,0
9/30/2023,Operating Income,-8738
9/30/2023,Operating Income,961125
9/30/2023,Operating Income,3868085
9/30/2023,Operating Income,-718
9/30/2023,Operating Income,-7246
9/30/2023,Operating Income,-63322
9/30/2023,Operating Income,94598
9/30/2023,Operating Income,219264
9/30/2023,Operating Income,-269372
9/30/2023,Operating Income,-15214
9/30/2023,Operating Income,-62410
9/30/2023,Operating Income,-357338
9/30/2023,Operating Income,15050
9/30/2023,Operating Income,-1390715
9/30/2023,Operating Income,-2824
9/30/2023,Operating Income,-15978
9/30/2023,Operating Income,36700
9/30/2023,Operating Income,-16512
9/30/2023,Operating Income,-6701
9/30/2023,Operating Income,-151090
9/30/2023,Operating Income,-834240
9/30/2023,Operating Income,-61291
9/30/2023,Operating Income,11594854
9/30/2023,Operating Income,-60197
9/30/2023,Operating Income,1286696
9/30/2023,Operating Income,-79012
9/30/2023,Operating Income,-5219
9/30/2023,Operating Income,-1200
9/30/2023,Operating Income,23419
9/30/2023,Operating Income,104213
9/30/2023,Operating Income,7344070
9/30/2023,Operating Income,5292
9/30/2023,Operating Income,-175889.97
9/30/2023,Operating Income,-465787
9/30/2023,Operating Income,53347
9/30/2023,Operating Income,718118
9/30/2023,Operating Income,334670
9/30/2023,Operating Income,606503
9/30/2023,Operating Income,-11706
9/30/2023,Operating Income,-170726
9/30/2023,Operating Income,-75680
9/30/2023,Operating Income,-11589
9/30/2023,Operating Income,65025
9/30/2023,Operating Income,107818
9/30/2023,Operating Income,2660
9/30/2023,Operating Income,-4964
9/30/2023,Operating Income,0
9/30/2023,Operating Income,-4750
