Transaction Date,Description,Amount
9/30/2023,Current Assets,114900
9/30/2023,Current Assets,8321849
9/30/2023,Current Assets,1209363
9/30/2023,Current Assets,137276069
9/30/2023,Current Assets,438658
9/30/2023,Current Assets,329434
9/30/2023,Current Assets,542264
9/30/2023,Current Assets,2092671
9/30/2023,Current Assets,1656757
9/30/2023,Current Assets,0
9/30/2023,Current Assets,876398
9/30/2023,Current Assets,1447363
9/30/2023,Current Assets,0
9/30/2023,Current Assets,138607
9/30/2023,Current Assets,477311
9/30/2023,Current Assets,965089
9/30/2023,Current Assets,611633
9/30/2023,Current Assets,3527307
9/30/2023,Current Assets,0
9/30/2023,Current Assets,439992
9/30/2023,Current Assets,9577509
9/30/2023,Current Assets,0
9/30/2023,Current Assets,27238
9/30/2023,Current Assets,80768.12
9/30/2023,Current Assets,428398
9/30/2023,Current Assets,591
9/30/2023,Current Assets,1960896
9/30/2023,Current Assets,974106
9/30/2023,Current Assets,50302
9/30/2023,Current Assets,1260107
9/30/2023,Current Assets,150858
9/30/2023,Current Assets,202898
9/30/2023,Current Assets,797974
9/30/2023,Current Assets,986828
9/30/2023,Current Assets,1787949.05
9/30/2023,Current Assets,60219
9/30/2023,Current Assets,2956271
9/30/2023,Current Assets,328836.09
9/30/2023,Current Assets,7177277
9/30/2023,Current Assets,15443281
9/30/2023,Current Assets,788840
9/30/2023,Current Assets,826407
9/30/2023,Current Assets,16094778
9/30/2023,Current Assets,0
9/30/2023,Current Assets,1275056
9/30/2023,Current Assets,94119
9/30/2023,Current Assets,7770
9/30/2023,Current Assets,1746969
9/30/2023,Current Assets,703998
9/30/2023,Current Assets,30954
9/30/2023,Current Assets,6538735
9/30/2023,Current Assets,380173
9/30/2023,Current Assets,103631
9/30/2023,Current Assets,502.83
9/30/2023,Current Assets,842700
9/30/2023,Current Assets,1491000
9/30/2023,Current Assets,3101547
9/30/2023,Current Assets,387197
9/30/2023,Current Assets,331030
9/30/2023,Current Assets,82785
9/30/2023,Current Assets,654957
9/30/2023,Current Assets,5474164
9/30/2023,Current Assets,20734053
9/30/2023,Current Assets,1655875
9/30/2023,Current Assets,1916316
9/30/2023,Current Assets,355398
9/30/2023,Current Assets,2790456
9/30/2023,Current Assets,723772
9/30/2023,Current Assets,3719440
9/30/2023,Current Assets,12486
9/30/2023,Current Assets,5182980
9/30/2023,Current Assets,2478291
9/30/2023,Current Assets,60853.23
9/30/2023,Current Assets,1968572
9/30/2023,Current Assets,183858
9/30/2023,Current Assets,0
9/30/2023,Current Assets,691427
9/30/2023,Current Assets,708575
9/30/2023,Current Assets,863615
9/30/2023,Current Assets,108910
9/30/2023,Current Assets,733667
9/30/2023,Current Assets,1441823
9/30/2023,Current Assets,319742
9/30/2023,Current Assets,10244
9/30/2023,Current Assets,4889369
9/30/2023,Current Assets,24562516
9/30/2023,Current Assets,253161
9/30/2023,Current Assets,5539282
9/30/2023,Current Assets,1055002
9/30/2023,Current Assets,331000
9/30/2023,Current Assets,2435288
9/30/2023,Current Assets,3657748
9/30/2023,Current Assets,151407
9/30/2023,Current Assets,2256794
9/30/2023,Current Assets,1021237
9/30/2023,Current Assets,7441859
9/30/2023,Current Assets,7163717
9/30/2023,Current Assets,589894
9/30/2023,Current Assets,5206843
9/30/2023,Current Assets,0
9/30/2023,Current Assets,1469830
9/30/2023,Current Assets,0
9/30/2023,Current Assets,6607483
9/30/2023,Current Assets,1917695
9/30/2023,Current Assets,222325
9/30/2023,Current Assets,2969856
9/30/2023,Current Assets,1431077
9/30/2023,Current Assets,1843238
9/30/2023,Current Assets,150052
9/30/2023,Current Assets,620992
9/30/2023,Current Assets,10825
9/30/2023,Current Assets,2308812
9/30/2023,Current Assets,3711036
9/30/2023,Current Assets,632804
9/30/2023,Current Assets,124169
9/30/2023,Current Assets,344894
9/30/2023,Current Assets,1237521
9/30/2023,Current Assets,2595111
9/30/2023,Current Assets,30000
9/30/2023,Current Assets,2477205
9/30/2023,Current Assets,262
9/30/2023,Current Assets,0
9/30/2023,Current Assets,51721
9/30/2023,Current Assets,1014135
9/30/2023,Current Assets,8155217
9/30/2023,Current Assets,633937
9/30/2023,Current Assets,498120
9/30/2023,Current Assets,191015
9/30/2023,Current Assets,112108
9/30/2023,Current Assets,678142
9/30/2023,Current Assets,626465
9/30/2023,Current Assets,148313
9/30/2023,Current Assets,37516
9/30/2023,Current Assets,1625171
9/30/2023,Current Assets,88762
9/30/2023,Current Assets,10215089
9/30/2023,Current Assets,168051
9/30/2023,Current Assets,587214
9/30/2023,Current Assets,11780951
9/30/2023,Current Assets,209675
9/30/2023,Current Assets,237723
9/30/2023,Current Assets,443352
9/30/2023,Current Assets,1698471
9/30/2023,Current Assets,886777
9/30/2023,Current Assets,19059664
9/30/2023,Current Assets,484235
9/30/2023,Current Assets,1408247
9/30/2023,Current Assets,100090
9/30/2023,Current Assets,20961
9/30/2023,Current Assets,9150
9/30/2023,Current Assets,701409
9/30/2023,Current Assets,4267170
9/30/2023,Current Assets,419522
9/30/2023,Current Assets,11094
9/30/2023,Current Assets,613761.21
9/30/2023,Current Assets,295966
9/30/2023,Current Assets,689149
9/30/2023,Current Assets,854110
9/30/2023,Current Assets,543794
9/30/2023,Current Assets,781889
9/30/2023,Current Assets,26210
9/30/2023,Current Assets,1754720
9/30/2023,Current Assets,477791
9/30/2023,Current Assets,270143
9/30/2023,Current Assets,558343
9/30/2023,Current Assets,2188764
9/30/2023,Current Assets,476575
9/30/2023,Current Assets,6409
9/30/2023,Current Assets,245
9/30/2023,Current Assets,247086
9/30/2023,Current Assets,467364
9/30/2023,Current Assets,1358770
9/30/2023,Current Assets,536634
9/30/2023,Current Assets,101473
9/30/2023,Current Assets,194972
9/30/2023,Current Assets,465705.91
9/30/2023,Current Assets,2728916
9/30/2023,Current Assets,1
9/30/2023,Current Assets,158691
9/30/2023,Current Assets,1321278
9/30/2023,Current Assets,1301644
9/30/2023,Current Assets,2681885
9/30/2023,Current Assets,229750
9/30/2023,Current Assets,158338
9/30/2023,Current Assets,3738768
9/30/2023,Current Assets,833295
9/30/2023,Current Assets,14527586
9/30/2023,Current Assets,96108
9/30/2023,Current Assets,0
9/30/2023,Current Assets,2301886
9/30/2023,Current Assets,635075
9/30/2023,Current Assets,1467346
9/30/2023,Current Assets,68602
9/30/2023,Current Assets,402717
9/30/2023,Current Assets,2858281
10/31/2023,Current Assets,252778
10/31/2023,Current Assets,653851
10/31/2023,Current Assets,8439
4/30/2023,Non-Current Assets,20000
4/30/2023,Non-Current Assets,772350
4/30/2023,Non-Current Assets,21911196
5/31/2023,Non-Current Assets,125685
5/31/2023,Non-Current Assets,0
5/31/2023,Non-Current Assets,71446711
5/31/2023,Non-Current Assets,0
6/30/2023,Non-Current Assets,22315468.62
6/30/2023,Non-Current Assets,860686501
6/30/2023,Non-Current Assets,2277952703
6/30/2023,Non-Current Assets,1743494
6/30/2023,Non-Current Assets,361736385
6/30/2023,Non-Current Assets,0
6/30/2023,Non-Current Assets,413126037.3
6/30/2023,Non-Current Assets,287000
6/30/2023,Non-Current Assets,4000800545
6/30/2023,Non-Current Assets,34176438
6/30/2023,Non-Current Assets,0
6/30/2023,Non-Current Assets,3470016
6/30/2023,Non-Current Assets,13659
6/30/2023,Non-Current Assets,2180160
6/30/2023,Non-Current Assets,219534
6/30/2023,Non-Current Assets,0
6/30/2023,Non-Current Assets,0
6/30/2023,Non-Current Assets,81305909.3
6/30/2023,Non-Current Assets,8592157
6/30/2023,Non-Current Assets,17828
7/31/2023,Non-Current Assets,4292903
7/31/2023,Non-Current Assets,0
8/31/2023,Non-Current Assets,0
8/31/2023,Non-Current Assets,260149
8/31/2023,Non-Current Assets,995309
8/31/2023,Non-Current Assets,609625
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,504865
9/30/2023,Non-Current Assets,17859119
9/30/2023,Non-Current Assets,188253
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,735912
9/30/2023,Non-Current Assets,177751
9/30/2023,Non-Current Assets,5067211
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,6368590
9/30/2023,Non-Current Assets,7299819
9/30/2023,Non-Current Assets,14047965
9/30/2023,Non-Current Assets,1317980
9/30/2023,Non-Current Assets,256217811
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,26573738
9/30/2023,Non-Current Assets,3005370
9/30/2023,Non-Current Assets,76705107
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,327234
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,359556
9/30/2023,Non-Current Assets,1259117
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,488734
9/30/2023,Non-Current Assets,745556
9/30/2023,Non-Current Assets,77341420
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,648608
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,9439512
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,3224
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,1772
9/30/2023,Non-Current Assets,60000
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,2799249
9/30/2023,Non-Current Assets,1011408
9/30/2023,Non-Current Assets,13697151
9/30/2023,Non-Current Assets,131862
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,1647254
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,4050752
9/30/2023,Non-Current Assets,2944570.27
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,700935
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,44301
9/30/2023,Non-Current Assets,570785
9/30/2023,Non-Current Assets,2661773
9/30/2023,Non-Current Assets,37527876
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,1209543
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,1022603
9/30/2023,Non-Current Assets,823828
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,22912127
9/30/2023,Non-Current Assets,998770
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,3762195
9/30/2023,Non-Current Assets,10420430
9/30/2023,Non-Current Assets,2583990
9/30/2023,Non-Current Assets,16462330
9/30/2023,Non-Current Assets,22129
9/30/2023,Non-Current Assets,220485
9/30/2023,Non-Current Assets,659995
9/30/2023,Non-Current Assets,75166643
9/30/2023,Non-Current Assets,89805056
9/30/2023,Non-Current Assets,34516
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,10000
9/30/2023,Non-Current Assets,489381
9/30/2023,Non-Current Assets,601824
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,345934
9/30/2023,Non-Current Assets,1851
9/30/2023,Non-Current Assets,16742.4
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,255728
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,1192344
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,894212
9/30/2023,Non-Current Assets,3435623
9/30/2023,Non-Current Assets,473777
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,1881825
9/30/2023,Non-Current Assets,12190
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,13881075
9/30/2023,Non-Current Assets,43806
9/30/2023,Non-Current Assets,23831000
9/30/2023,Non-Current Assets,32432872
9/30/2023,Non-Current Assets,13257
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,1239950
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,359075
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,506630
9/30/2023,Non-Current Assets,18120
9/30/2023,Non-Current Assets,7000000
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,2922003
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,7726350
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,25920
9/30/2023,Non-Current Assets,2086642
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,1117796
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,29733
9/30/2023,Non-Current Assets,1816785
9/30/2023,Non-Current Assets,66142302
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,2110341
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,267572
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,4340357
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,3963476
9/30/2023,Non-Current Assets,14963840
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,9814
9/30/2023,Non-Current Assets,4205401
9/30/2023,Non-Current Assets,2573396
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,13551
9/30/2023,Non-Current Assets,1800325
9/30/2023,Non-Current Assets,4608
9/30/2023,Non-Current Assets,179255346
9/30/2023,Non-Current Assets,143246
9/30/2023,Non-Current Assets,1287389
9/30/2023,Non-Current Assets,1772537
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,2170837
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,85161767
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,3334904.6
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,775969
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,652115
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,464328
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,1757189
9/30/2023,Non-Current Assets,4368
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,11608
9/30/2023,Non-Current Assets,6106487
9/30/2023,Non-Current Assets,31292438
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,4260
9/30/2023,Non-Current Assets,2294685
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,10500
9/30/2023,Non-Current Assets,215182
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,2395813
9/30/2023,Non-Current Assets,1709449
9/30/2023,Non-Current Assets,37895
9/30/2023,Non-Current Assets,6463042
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,17963937
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,1761431
9/30/2023,Non-Current Assets,271009
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,0
9/30/2023,Non-Current Assets,418389
9/30/2023,Non-Current Assets,0
10/31/2023,Non-Current Assets,0
10/31/2023,Non-Current Assets,548258
10/31/2023,Non-Current Assets,20390302
4/30/2023,Total Current Liabilities,23595
4/30/2023,Total Current Liabilities,11765
4/30/2023,Total Current Liabilities,3442595
5/31/2023,Total Current Liabilities,1500
5/31/2023,Total Current Liabilities,0
5/31/2023,Total Current Liabilities,525427
5/31/2023,Total Current Liabilities,8900
6/30/2023,Total Current Liabilities,232237
6/30/2023,Total Current Liabilities,17830245
6/30/2023,Total Current Liabilities,28300115
6/30/2023,Total Current Liabilities,815026
6/30/2023,Total Current Liabilities,10216648
6/30/2023,Total Current Liabilities,495980
6/30/2023,Total Current Liabilities,204311884.6
6/30/2023,Total Current Liabilities,7000
6/30/2023,Total Current Liabilities,311341676
6/30/2023,Total Current Liabilities,1302679
6/30/2023,Total Current Liabilities,2024
6/30/2023,Total Current Liabilities,199741
6/30/2023,Total Current Liabilities,39477
6/30/2023,Total Current Liabilities,24634
6/30/2023,Total Current Liabilities,129249
6/30/2023,Total Current Liabilities,6122
6/30/2023,Total Current Liabilities,0
6/30/2023,Total Current Liabilities,96980000
6/30/2023,Total Current Liabilities,373573
6/30/2023,Total Current Liabilities,21059
7/31/2023,Total Current Liabilities,618254
7/31/2023,Total Current Liabilities,37688
8/31/2023,Total Current Liabilities,30037
8/31/2023,Total Current Liabilities,15966
8/31/2023,Total Current Liabilities,1897
8/31/2023,Total Current Liabilities,299299
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,97624
9/30/2023,Total Current Liabilities,49404
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,1918886
9/30/2023,Total Current Liabilities,21008
9/30/2023,Total Current Liabilities,1169
9/30/2023,Total Current Liabilities,472553
9/30/2023,Total Current Liabilities,951460
9/30/2023,Total Current Liabilities,5784542
9/30/2023,Total Current Liabilities,5172606
9/30/2023,Total Current Liabilities,11575876
9/30/2023,Total Current Liabilities,389910
9/30/2023,Total Current Liabilities,538674
9/30/2023,Total Current Liabilities,55766267
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,2880613
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,185612942
9/30/2023,Total Current Liabilities,10000
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,27402
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,4939167
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,156831
9/30/2023,Total Current Liabilities,1673952
9/30/2023,Total Current Liabilities,2150000
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,7264
9/30/2023,Total Current Liabilities,2944149
9/30/2023,Total Current Liabilities,14827
9/30/2023,Total Current Liabilities,50000
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,8492
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,280
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,367317
9/30/2023,Total Current Liabilities,45983
9/30/2023,Total Current Liabilities,310766
9/30/2023,Total Current Liabilities,210925
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,22338
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,283648
9/30/2023,Total Current Liabilities,4451.9
9/30/2023,Total Current Liabilities,1104
9/30/2023,Total Current Liabilities,115557
9/30/2023,Total Current Liabilities,33825
9/30/2023,Total Current Liabilities,199402
9/30/2023,Total Current Liabilities,14829188
9/30/2023,Total Current Liabilities,119671
9/30/2023,Total Current Liabilities,238048
9/30/2023,Total Current Liabilities,909600
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,3001
9/30/2023,Total Current Liabilities,54100
9/30/2023,Total Current Liabilities,925
9/30/2023,Total Current Liabilities,158021
9/30/2023,Total Current Liabilities,71848
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,456302
9/30/2023,Total Current Liabilities,672076
9/30/2023,Total Current Liabilities,5500
9/30/2023,Total Current Liabilities,128
9/30/2023,Total Current Liabilities,228044
9/30/2023,Total Current Liabilities,252980
9/30/2023,Total Current Liabilities,1745620
9/30/2023,Total Current Liabilities,525428
9/30/2023,Total Current Liabilities,120
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,37980
9/30/2023,Total Current Liabilities,2581542
9/30/2023,Total Current Liabilities,1679017
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,26399266
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,15861
9/30/2023,Total Current Liabilities,35738
9/30/2023,Total Current Liabilities,1304701
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,1546217
9/30/2023,Total Current Liabilities,20690
9/30/2023,Total Current Liabilities,44.59
9/30/2023,Total Current Liabilities,20509
9/30/2023,Total Current Liabilities,180084
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,24592
9/30/2023,Total Current Liabilities,548351
9/30/2023,Total Current Liabilities,77740
9/30/2023,Total Current Liabilities,1508767
9/30/2023,Total Current Liabilities,20063
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,600
9/30/2023,Total Current Liabilities,267433
9/30/2023,Total Current Liabilities,299669392
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,8145
9/30/2023,Total Current Liabilities,28500
9/30/2023,Total Current Liabilities,1412000
9/30/2023,Total Current Liabilities,1447770
9/30/2023,Total Current Liabilities,23484
9/30/2023,Total Current Liabilities,151407
9/30/2023,Total Current Liabilities,124041
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,7286296
9/30/2023,Total Current Liabilities,3734300
9/30/2023,Total Current Liabilities,38147
9/30/2023,Total Current Liabilities,103879186
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,97987
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,855550
9/30/2023,Total Current Liabilities,1547
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,3738596
9/30/2023,Total Current Liabilities,492840
9/30/2023,Total Current Liabilities,7827
9/30/2023,Total Current Liabilities,22326
9/30/2023,Total Current Liabilities,81685
9/30/2023,Total Current Liabilities,9750
9/30/2023,Total Current Liabilities,57211
9/30/2023,Total Current Liabilities,61539
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,1127
9/30/2023,Total Current Liabilities,10968
9/30/2023,Total Current Liabilities,365062
9/30/2023,Total Current Liabilities,2200072
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,33547121
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,5000
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,98840899
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,1941698
9/30/2023,Total Current Liabilities,1290691
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,69146
9/30/2023,Total Current Liabilities,4066850
9/30/2023,Total Current Liabilities,1750
9/30/2023,Total Current Liabilities,4445
9/30/2023,Total Current Liabilities,11218
9/30/2023,Total Current Liabilities,582097
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,13633
9/30/2023,Total Current Liabilities,98458
9/30/2023,Total Current Liabilities,48514
9/30/2023,Total Current Liabilities,7710437
9/30/2023,Total Current Liabilities,19609
9/30/2023,Total Current Liabilities,361899
9/30/2023,Total Current Liabilities,189664
9/30/2023,Total Current Liabilities,5219
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,654689
9/30/2023,Total Current Liabilities,529750
9/30/2023,Total Current Liabilities,2811225
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,3582.19
9/30/2023,Total Current Liabilities,133542
9/30/2023,Total Current Liabilities,481397
9/30/2023,Total Current Liabilities,18080011
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,3645054
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,45108
9/30/2023,Total Current Liabilities,12616
9/30/2023,Total Current Liabilities,2350
9/30/2023,Total Current Liabilities,862624
9/30/2023,Total Current Liabilities,9573
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,245
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,696912
9/30/2023,Total Current Liabilities,398585
9/30/2023,Total Current Liabilities,424288
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,21179.33
9/30/2023,Total Current Liabilities,9991037
9/30/2023,Total Current Liabilities,1
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,9152
9/30/2023,Total Current Liabilities,12354
9/30/2023,Total Current Liabilities,7442800
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,446043
9/30/2023,Total Current Liabilities,230240
9/30/2023,Total Current Liabilities,6299328
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,469165
9/30/2023,Total Current Liabilities,2702
9/30/2023,Total Current Liabilities,3152236
9/30/2023,Total Current Liabilities,0
9/30/2023,Total Current Liabilities,2879801
9/30/2023,Total Current Liabilities,37450
10/31/2023,Total Current Liabilities,52747
10/31/2023,Total Current Liabilities,41451
10/31/2023,Total Current Liabilities,4513259
4/30/2023,Payable,3595
4/30/2023,Payable,11765
4/30/2023,Payable,282491
5/31/2023,Payable,1500
5/31/2023,Payable,0
5/31/2023,Payable,425427
5/31/2023,Payable,8900
6/30/2023,Payable,49463.8
6/30/2023,Payable,16211843
6/30/2023,Payable,12019690
6/30/2023,Payable,0
6/30/2023,Payable,8671856
6/30/2023,Payable,424313
6/30/2023,Payable,165420.64
6/30/2023,Payable,7000
6/30/2023,Payable,63260893
6/30/2023,Payable,1302679
6/30/2023,Payable,0
6/30/2023,Payable,115182
6/30/2023,Payable,0
6/30/2023,Payable,24634
6/30/2023,Payable,129249
6/30/2023,Payable,6122
6/30/2023,Payable,0
6/30/2023,Payable,16250
6/30/2023,Payable,14598
6/30/2023,Payable,21059
7/31/2023,Payable,15817
7/31/2023,Payable,0
8/31/2023,Payable,30037
8/31/2023,Payable,1818
8/31/2023,Payable,1897
8/31/2023,Payable,7968
9/30/2023,Payable,0
9/30/2023,Payable,13521
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,620986
9/30/2023,Payable,0
9/30/2023,Payable,1169
9/30/2023,Payable,14000
9/30/2023,Payable,0
9/30/2023,Payable,2000
9/30/2023,Payable,0
9/30/2023,Payable,824190
9/30/2023,Payable,1516
9/30/2023,Payable,96445
9/30/2023,Payable,186573
9/30/2023,Payable,0
9/30/2023,Payable,63452
9/30/2023,Payable,0
9/30/2023,Payable,3408931
9/30/2023,Payable,10000
9/30/2023,Payable,0
9/30/2023,Payable,27402
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,640
9/30/2023,Payable,73
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,7264
9/30/2023,Payable,0
9/30/2023,Payable,14827
9/30/2023,Payable,50000
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,8492
9/30/2023,Payable,0
9/30/2023,Payable,280
9/30/2023,Payable,0
9/30/2023,Payable,33546
9/30/2023,Payable,12447
9/30/2023,Payable,109891
9/30/2023,Payable,1869
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,0
9/30/2023,Payable,279
9/30/2023,Payable,4451.9
9/30/2023,Payable,1104
