Department,Entity,Pay Date,Product Family,Expense area,Supplier Name,Transaction Number,Net Amount
DESNZ,UKAEA,6/10/2023,Engineering Goods,Fusion,BOC Ltd,5159251,"56,585.85"
DESNZ,UKAEA,6/10/2023,Facilities,Fusion,BOC Ltd,5159253,"1,589.23"
DESNZ,UKAEA,6/10/2023,Engineering Goods,Fusion,BOC Ltd,5159268,584.1
DESNZ,UKAEA,6/10/2023,Engineering Goods,Fusion,BOC Ltd,5159635,627.35
DESNZ,UKAEA,6/10/2023,Engineering Goods,Fusion,BOC Ltd,5159467,"1,422.75"
DESNZ,UKAEA,6/10/2023,Engineering Goods,Other,BOC Ltd,5160053,693.3
DESNZ,UKAEA,6/10/2023,Facilities,Fusion,Dalkia Operations Ltd,5159105,"16,208.15"
DESNZ,UKAEA,6/10/2023,Facilities,Fusion,Dalkia Operations Ltd,5159188,"88,479.12"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Dalkia Operations Ltd,5159105,"3,580.50"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Dalkia Operations Ltd,5159188,"5,689.00"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Dalkia Operations Ltd,5159105,"14,882.24"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Dalkia Operations Ltd,5159188,"22,387.29"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Dalkia Operations Ltd,5159105,"24,822.38"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Dalkia Operations Ltd,5159188,"74,031.69"
DESNZ,UKAEA,6/10/2023,Engineering Goods,Fusion,Gows Lybster Limited,5159203,"3,986.25"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Graham Asset Management Ltd,5159072,"1,425.65"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Gunfire Ltd,5159064,"10,075.00"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Inspectas Compliance Ltd,5159558,"4,380.00"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Inspectas Compliance Ltd,5159062,"6,230.00"
DESNZ,UKAEA,6/10/2023,Facilities,Property,Inspectas Compliance Ltd,5159557,"10,000.00"
DESNZ,UKAEA,6/10/2023,Research,Other,Jacobs U.K. Limited,5159541,"32,416.67"
DESNZ,UKAEA,6/10/2023,Waste Management,Fusion,Jacobs U.K. Limited,5159440,"3,376.98"
DESNZ,UKAEA,6/10/2023,Professional Services,Fusion,Jacobs U.K. Limited,5159206,"5,093.49"
DESNZ,UKAEA,6/10/2023,Professional Services,Other,Jacobs U.K. Limited,5159528,"32,037.83"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159136,572
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159885,695.25
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159939,813.63
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159923,827.79
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159889,"1,108.08"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159890,"1,144.00"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159394,"1,348.75"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159498,"1,510.40"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159736,"1,518.34"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159713,"1,596.00"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159279,"1,599.75"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159695,"1,669.61"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159934,"1,874.89"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159764,"1,910.27"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159774,"1,910.27"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159406,"1,948.16"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159697,"1,978.81"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159762,"2,025.76"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159896,"2,260.32"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159438,"2,308.13"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159884,"2,333.81"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159533,"2,334.77"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159737,"2,390.96"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159807,"2,740.50"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159843,"2,802.39"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159475,"2,861.28"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159534,"3,018.24"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159526,"3,026.74"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159763,"3,054.24"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159742,"3,186.82"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159266,"3,484.91"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159816,"3,570.72"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159430,"3,591.45"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159622,"3,736.52"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159489,"3,964.80"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159696,"4,444.83"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159755,"4,446.85"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159955,"4,521.17"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159265,"4,644.48"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159705,"4,667.40"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159419,"4,679.10"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159560,"4,729.85"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159548,"5,269.21"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159877,"5,289.30"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159847,"5,296.20"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159499,"5,364.24"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159264,"5,386.50"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159741,"5,486.82"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159740,"5,503.70"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159503,"5,685.68"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159859,"5,703.60"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159559,"5,786.40"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159931,"5,803.67"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159267,"5,937.75"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159887,"5,950.77"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159393,"6,113.26"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159857,"6,793.29"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159888,"6,921.60"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159646,"6,934.96"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159734,"7,029.47"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159654,"7,065.90"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159954,"7,333.20"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159738,"7,524.00"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159638,"7,524.90"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159875,"7,596.96"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159845,"7,941.54"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159488,"7,960.73"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159564,"8,977.41"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5160041,"9,447.30"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159898,"9,512.94"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159930,"9,688.00"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159375,"10,339.65"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159518,"10,581.32"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159721,"10,815.75"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159858,"10,988.59"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159544,"11,868.03"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159385,"11,874.90"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159891,"13,464.16"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5159892,"15,515.80"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5160010,"17,370.50"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159205,532.08
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159627,546.75
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159766,932.25
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160001,955.13
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159417,983.43
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159781,"1,013.28"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159272,"1,018.88"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160020,"1,061.26"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159812,"1,144.40"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159644,"1,146.32"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159508,"1,205.84"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159551,"1,379.64"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159637,"1,379.64"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160022,"1,379.64"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159810,"1,489.00"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159232,"1,591.89"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159388,"1,591.89"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159400,"1,591.89"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159466,"1,591.89"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159712,"1,712.70"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159568,"1,714.56"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159552,"1,747.04"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159855,"1,804.14"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159448,"1,830.40"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160029,"1,910.27"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159380,"1,937.27"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159187,"2,018.95"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159953,"2,061.60"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159780,"2,189.08"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159822,"2,205.96"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159505,"2,293.57"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159872,"2,348.59"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159591,"2,352.10"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159842,"2,390.73"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159977,"2,421.42"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159387,"2,428.65"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159639,"2,446.50"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159813,"2,447.32"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159690,"2,475.40"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160015,"2,522.40"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159735,"2,528.25"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159823,"2,550.89"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159527,"2,637.94"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159447,"2,753.08"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159566,"2,787.32"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159415,"2,836.25"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159900,"2,916.98"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159720,"2,966.85"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160006,"3,019.50"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159903,"3,256.70"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160034,"3,269.18"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159974,"3,311.10"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159882,"3,356.14"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159723,"3,400.49"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159569,"3,411.76"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159836,"3,418.20"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159553,"3,436.52"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160013,"3,488.85"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159486,"3,496.50"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159772,"3,586.13"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159423,"3,657.21"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159968,"3,767.07"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159414,"3,773.60"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159969,"3,978.84"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160011,"4,026.00"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159492,"4,096.31"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159785,"4,133.16"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160066,"4,151.06"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159869,"4,267.36"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159535,"4,560.86"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159490,"4,780.50"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159759,"4,933.12"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159945,"5,254.20"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159402,"5,350.31"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159658,"5,425.85"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159636,"5,469.28"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159779,"5,556.60"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159907,"5,608.52"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159724,"5,729.46"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5160008,"5,796.69"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159844,"5,898.52"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159825,"5,972.63"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159519,"6,022.37"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159717,"6,113.02"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159506,"6,219.54"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159657,"6,250.50"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159550,"6,285.06"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159831,"6,455.26"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159905,"6,526.42"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159396,"6,582.80"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159589,"6,767.58"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159733,"7,013.79"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159524,"7,125.30"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159425,"7,288.80"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159728,"7,305.69"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159833,"7,433.10"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159839,"7,746.16"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159895,"7,746.75"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159902,"7,876.89"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159383,"8,114.40"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159197,"8,732.69"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159604,"8,766.81"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159967,"8,790.87"
DESNZ,UKAEA,6/10/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5159495,"9,186.67"
